,Symbol,Name,Market sector,Market segment,Profit - pre tax (m),Profit - retained (m),Turnover (m),Attributable Profit,Market segment
2142,"TBLD","Tinybuild Inc.",AMSR,ASX1,9.26,6.11,38.57,6.11,
2143,"TCAP","Tp Icap Group Plc",F25F,STMM,24.00,"-42.00",1865.00,5.00,
2144,"TCM","Telit Communications Plc",ASM6,AMSM,5.81,4.55,251.33,4.55,
2145,"TCN","Tricorn Group Plc",AIMP,ASX1,"-7.66","-7.64",25.37,"-7.64",
2146,"TDE","Telefonica Sa",SMEV,SSMU,"-7.66","-7.64",25.37,"-7.64",
2147,"TE01","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2148,"TE02","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2149,"TE10","Test Stocks",DOTS,TEST,"-7.66","-7.64",25.37,"-7.64",
2150,"TE11","Test Stocks",DOTS,TEST,"-7.66","-7.64",25.37,"-7.64",
2151,"TE12","Test Stocks",DOTS,TEST,"-7.66","-7.64",25.37,"-7.64",
2152,"TE13","Test Stocks",DOTS,TEST,"-7.66","-7.64",25.37,"-7.64",
2153,"TE16","Test Stocks",DOTS,TEST,"-7.66","-7.64",25.37,"-7.64",
2154,"TE17","Asr Test Stock",DOTS,TEST,"-7.66","-7.64",25.37,"-7.64",
2155,"TE18","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2156,"TE19","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2157,"TE20","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2158,"TE21","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2159,"TE22","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2160,"TE23","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2161,"TE24","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2162,"TE25","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2163,"TE99","Test Stocks",ODTT,ODTT,"-7.66","-7.64",25.37,"-7.64",
2164,"TEAM","Team Plc",AMQ1,ASQ1,"-1.75","-1.71",1.47,"-1.71",
2165,"TECH","Techfinancials Inc",AMQ1,ASQ1,"-0.23","-0.38",,"-0.38",
2166,"TED","Ted Baker Plc",ON10,SET3,"-44.05","-35.58",428.24,"-35.58",
2167,"TEEC","Triple Point Energy Efficiency Infrastructure Company Plc",SFML,SFM1,1.26,1.26,2.45,1.26,
2168,"TEF","Telford Homes Plc",ASM6,AMSM,40.12,20.44,354.33,33.63,
2169,"TEG","Ten Entertainment Group Plc",SSC5,SSMM,4.44,4.00,67.52,4.00,
2170,"TEK","Tekcapital Plc",AMQ1,ASQ1,19.83,19.83,0.61,19.83,
2171,"TEM","Templeton Emerging Markets Investment Trust Plc",F25F,STMM,44.76,"-4.21",54.27,40.68,
2172,"TENG","Ten Lifestyle Group Plc",ASM7,AMSM,"-5.54","-5.77",35.06,"-5.77",
2173,"TENT","Triple Point Energy Transition Plc",ON15,SET3,"-5.54","-5.77",35.06,"-5.77",
2174,"TEP","Telecom Plus Plc",F25F,STMM,47.21,"-9.32",967.43,35.47,
2175,"TERN","Tern Plc",AMQ1,ASQ1,4.58,4.58,,4.58,
2176,"TES0","Test Stocks",DOTS,TEST,4.58,4.58,,4.58,
2177,"TES1","Test Stocks",DOTS,TEST,4.58,4.58,,4.58,
2178,"TES2","Test Stocks",DOTS,TEST,4.58,4.58,,4.58,
2179,"TES3","Test Stocks",DOTS,TEST,4.58,4.58,,4.58,
2180,"TES4","Test Stocks",DOTS,TEST,4.58,4.58,,4.58,
2181,"TET","Treatt Plc",SSC5,SSMM,19.62,11.44,124.33,15.15,
2182,"TFGS","Tetragon Financial Group Limited",SFQQ,SFM2,19.62,11.44,124.33,15.15,
2183,"TFIF","Twentyfour Income Fund Limited",F25T,STMM,36.30,36.30,36.75,36.30,
2184,"TFW","Thorpe (f.w.) Plc",AF50,AMSM,20.14,9.18,117.88,15.81,
2185,"TGA","Thungela Resources Limited",SMEU,SSMU,7509.00,6388.00,26282.00,6388.00,
2186,"TGL","Transglobe Energy Corporation",AMQ1,ASQ1,"-63.87","-77.40",115.42,"-77.40",
2187,"TGP","Tekmar Group Plc",AMQ1,ASQ1,"-5.83","-5.44",47.03,"-5.44",
2188,"TGR","Tirupati Graphite Plc",SQS3,SSQ3,"-1.25","-1.28",1.12,"-1.28",
2189,"THAL","Thalassa Holdings Limited",SQSL,SSX3,"-1.34",0.34,0.10,0.34,
2190,"THG","Thg Plc",SMEU,SSMU,"-186.29","-138.07",2179.91,"-138.07",
2191,"THR","Thor Energy Plc",AMQ1,ASQ1,"-0.92","-0.92",,"-0.92",
2192,"THRG","Blackrock Throgmorton Trust Plc",F25T,STMM,11.47,2.06,13.47,11.45,
2193,"THRL","Target Healthcare Reit Plc",F25T,STMM,25.30,25.31,41.24,25.31,
2194,"THRU","Thruvision Group Plc",AMQ1,ASQ1,"-2.76","-2.49",6.70,"-2.49",
2195,"THS","Tharisa Plc",SQS3,SSQ3,137.55,74.60,442.78,74.60,
2196,"THX","Thor Explorations Ltd",AMQ1,ASQ1,"-1.51","-1.47",4.57,"-1.47",
2197,"TI1","Trian Investors 1 Limited",SFML,SFM1,165.41,165.41,165.41,165.41,
2198,"TIA","Tialis Essential It Plc",AMQ1,ASQ1,165.41,165.41,165.41,165.41,
2199,"TIDE","Crimson Tide Plc",AIMP,ASX1,"-0.57","-0.61",4.11,"-0.61",
2200,"TIFS","Ti Fluid Systems Plc",F25F,STMM,45.50,12.03,2486.39,12.03,
2201,"TIGT","Troy Income & Growth Trust Plc",SSC6,SSMM,5.75,,6.97,5.63,
2202,"TILS","Tiziana Life Sciences Plc",SQSL,SSX3,"-22.07","-20.35",,"-20.35",
2203,"TIME","Time Finance Plc",AIMP,ASX1,2.02,1.78,23.80,1.78,
2204,"TIR","Tiger Royalties And Investments Plc",AIMP,ASX1,"-0.25","-0.25",,"-0.25",
2205,"TK12","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2206,"TK13","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2207,"TK14","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2208,"TK15","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2209,"TK16","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2210,"TK17","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2211,"TK18","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2212,"TK19","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2213,"TK20","Test Stocks",ODTT,ODTT,"-0.25","-0.25",,"-0.25",
2214,"TKO","Taseko Mines Limited",SQS3,SSQ3,"-0.25","-0.25",,"-0.25",
2215,"TLEP","Thomaslloyd Energy Impact Trust Plc",SQQ3,SSQ3,"-0.25","-0.25",,"-0.25",
2216,"TLOU","Tlou Energy Limited",AMQ1,ASQ1,"-1.49","-1.49",0.04,"-1.49",
2217,"TLW","Tullow Oil Plc",F25T,STMM,149.89,"-59.68",941.50,"-59.68",
2218,"TLY","Totally Plc",AMQ1,ASQ1,1.26,1.08,127.37,1.08,
2219,"TM1","Technology Minerals Plc",SQS3,SSQ3,1.26,1.08,127.37,1.08,
2220,"TM17","Team17 Group Plc",AMQ1,ASQ1,29.11,23.74,90.51,23.74,
2221,"TMG","The Mission Group Plc",AIMP,ASX1,6.75,5.42,153.29,5.42,
2222,"TMIP","Taylor Maritime Investments Limited",SSC6,SSMM,192.36,192.30,197.08,192.30,
2223,"TMO","Time Out Group Plc",AMQ1,ASQ1,"-71.06","-66.77",44.90,"-66.77",
2224,"TMOR","More Acquisitions Plc",SQS3,SSQ3,"-71.06","-66.77",44.90,"-66.77",
2225,"TMPL","Temple Bar Investment Trust Plc",F25F,STMM,24.40,"-1.28",27.72,23.74,
2226,"TMTA","Tmt Acquisition Plc",SQS3,SSQ3,"-0.10","-0.10",,"-0.10",
2227,"TND","Tandem Group Plc",AIMP,ASX1,4.00,3.05,37.06,3.46,
2228,"TNT","Tintra Plc",AIMP,ASX1,"-0.95","-0.45",0.35,"-0.45",
2229,"TOM","Tomco Energy Plc",AMQ1,ASQ1,"-1.07","-1.03",,"-1.03",
2230,"TON","Titon Holdings Plc",AMQ1,ASQ1,1.07,0.64,23.41,1.03,
2231,"TOOP","Toople Plc",SQS3,SSQ3,"-1.28","-1.22",3.01,"-1.22",
2232,"TORG","Chenavari Toro Income Fund Limited",SFQQ,SFM2,"-1.28","-1.22",3.01,"-1.22",
2233,"TORO","Chenavari Toro Income Fund Limited",SFQQ,SFM2,43.55,43.55,,43.55,
2234,"TOT","Total Produce Plc",AMQ1,ASQ1,62.78,20.44,4535.10,32.19,
2235,"TOWN","Town Centre Securities Plc",ON15,SET3,"-0.58","-0.58",18.70,"-0.58",
2236,"TPFG","Property Franchise Group Plc (the)",AMQ1,ASQ1,6.42,0.55,24.04,3.47,
2237,"TPG","Tp Group Plc",AIMP,ASX1,"-7.95","-19.03",44.26,"-19.03",
2238,"TPK","Travis Perkins Plc",F25F,STMM,305.60,173.50,4586.70,278.90,
2239,"TPOA","Triple Point Vct 2011 Plc",SQNC,SSX3,"-0.94","-5.25",0.24,"-1.00",
2240,"TPOB","Triple Point Vct 2011 Plc",SQNC,SSX3,"-0.94","-5.25",0.24,"-1.00",
2241,"TPON","Triple Point Vct 2011 Plc",SQNC,SSX3,"-0.94","-5.25",0.24,"-1.00",
2242,"TPOS","Third Point Investors Limited",ON15,SET3,"-0.94","-5.25",0.24,"-1.00",
2243,"TPT","Topps Tiles Plc",SSC5,SSMM,14.27,10.88,228.00,10.88,
2244,"TPVC","Triple Point Income Vct Plc",SQNC,SSX3,14.27,10.88,228.00,10.88,
2245,"TPVD","Triple Point Income Vct Plc",SQNC,SSX3,14.27,10.88,228.00,10.88,
2246,"TPVE","Triple Point Income Vct Plc",SQNC,SSX3,1.06,"-2.10",2.27,0.94,
2247,"TPVN","Triple Point Vct 2011 Plc",SQNC,SSX3,1.06,"-2.10",2.27,0.94,
2248,"TPX","Tpximpact Holdings Plc",AMQ1,ASQ1,4.89,1.77,79.71,1.77,
2249,"TR00","Test Stocks",DOTS,TEST,4.89,1.77,79.71,1.77,
2250,"TR01","Test Stocks",DOTS,TEST,4.89,1.77,79.71,1.77,
2251,"TRA","Tertre Rouge Assets Plc",SQS3,SSQ3,4.89,1.77,79.71,1.77,
2252,"TRAC","T42 Iot Tracking Solutions Plc",AMQ1,ASQ1,"-2.96","-2.96",4.21,"-2.96",
2253,"TRAF","Trafalgar Property Group Plc",AMQ1,ASQ1,"-0.33","-0.33",2.29,"-0.33",
2254,"TRAK","Trakm8 Holdings Plc",AIMP,ASX1,"-0.12",0.19,18.11,0.19,
2255,"TRB","Tribal Group Plc",ASM7,AMSM,8.61,4.49,81.15,6.99,
2256,"TRCS","Tracsis Plc",AMQ1,ASQ1,4.63,2.36,49.83,2.36,
2257,"TRD","Triad Group Plc",SQQ3,SSQ3,1.08,1.17,17.02,1.17,
2258,"TREE","Cambium Global Timberland Limited",AIMP,ASX1,1.33,0.68,,0.68,
2259,"TRI","Trifast Plc",SSC6,SSMM,10.62,6.82,218.62,8.98,
2260,"TRIG","The Renewables Infrastructure Group Limited",F25F,STMM,210.46,60.94,,210.46,
2261,"TRIN","Trinity Exploration & Production Plc",AMQ1,ASQ1,2.21,5.71,49.00,5.71,
2262,"TRLS","Trellus Health Plc",AMQ1,ASQ1,"-4.36","-4.36",0.02,"-4.36",
2263,"TRMR","Tremor International Ltd",ASM6,AMSM,53.45,54.15,252.86,54.15,
2264,"TRN","Trainline Plc",F25T,STMM,"-15.54","-11.90",188.51,"-11.90",
2265,"TRP","Tower Resources Plc",AIMP,ASX1,0.03,0.03,,0.03,
2266,"TRR","Trident Royalties Plc",AMQ1,ASQ1,"-4.40","-3.54",0.08,"-3.54",
2267,"TRS","Tarsus Group Plc",SSC5,SSMM,16.53,"-0.32",99.73,10.80,
2268,"TRST","Trustpilot Group Plc",SSC5,SSMM,16.53,"-0.32",99.73,10.80,
2269,"TRT","Transense Technologies Plc",AIMP,ASX1,"-0.16",0.16,1.77,0.16,
2270,"TRU","Trufin Plc",AMQ1,ASQ1,"-8.42","-7.07",6.90,"-7.07",
2271,"TRX","Tissue Regenix Group Plc",AMQ1,ASQ1,"-5.14","-4.79",19.75,"-4.79",
2272,"TRY","Tr Property Investment Trust Plc",F25S,STMM,39.66,"-5.54",36.56,38.89,
2273,"TSCO","Tesco Plc",FE10,SET1,2033.00,750.00,61344.00,1481.00,
2274,"TSG","Trans-siberian Gold Plc",AMQ1,ASQ1,20.51,14.82,59.23,14.82,
2275,"TSGA","Trans-siberian Gold Plc",AIMN,ASXN,20.51,14.82,59.23,14.82,
2276,"TSL","Thinksmart Limited",AMQ1,ASQ1,71.68,71.66,4.29,71.66,
2277,"TST","Touchstar Plc",AIMP,ASX1,0.21,0.34,6.10,0.34,
2278,"TSTL","Tristel Plc",AMQ1,ASQ1,3.76,"-0.04",31.00,2.97,
2279,"TSTR","Tri-star Resources Plc",AIMP,ASX1,"-6.43","-6.41",,"-6.41",
2280,"TTE","Totalenergies Se",SMEV,SSMU,"-6.43","-6.41",,"-6.41",
2281,"TTG","Tt Electronics Plc",SSC5,SSMM,16.00,1.40,476.20,12.80,
2282,"TUI","Tui Ag",F25S,STMM,"-2115.45","-2120.18",4066.08,"-2120.18",
2283,"TUN","Tungsten West Plc",AMQ1,ASQ1,"-2115.45","-2120.18",4066.08,"-2120.18",
2284,"TUNA","Tungsten Corporation Plc",AIMN,ASXN,"-2115.45","-2120.18",4066.08,"-2120.18",
2285,"TUNE","Focusrite Plc",AMQ1,ASQ1,35.04,25.73,173.94,28.28,
2286,"TUNG","Tungsten Corporation Plc",ASM7,AMSM,"-34.62","-34.69",36.12,"-34.69",
2287,"TV1","Thames Ventures Vct 1 Plc",SQQ3,SSQ3,"-34.62","-34.69",36.12,"-34.69",
2288,"TV2A","Thames Ventures Vct 2 Plc",SQNC,SSX3,"-34.62","-34.69",36.12,"-34.69",
2289,"TV2H","Thames Ventures Vct 2 Plc",SQNC,SSX3,"-34.62","-34.69",36.12,"-34.69",
2290,"TV2V","Thames Ventures Vct 2 Plc",SQNC,SSX3,"-34.62","-34.69",36.12,"-34.69",
2291,"TW.","Taylor Wimpey Plc",FS10,SET1,679.60,254.00,4284.90,555.50,
2292,"TWD","Trackwise Designs Plc",AMQ1,ASQ1,"-1.98","-1.65",8.01,"-1.65",
2293,"TXH","Tex Holdings Plc",SQS3,SSQ3,"-0.90","-1.04",43.08,"-1.04",
2294,"TXP","Touchstone Exploration Inc",AMQ1,ASQ1,8.51,3.35,11.91,3.35,
2295,"TYK1","Test Stocks",DOTS,TEST,8.51,3.35,11.91,3.35,
2296,"TYK2","Test Stocks",DOTS,TEST,8.51,3.35,11.91,3.35,
2297,"TYK3","Test Stocks",DOTS,TEST,8.51,3.35,11.91,3.35,
2298,"TYK4","Test Stocks",DOTS,TEST,8.51,3.35,11.91,3.35,
2299,"TYK5","Test Stocks",DOTS,TEST,8.51,3.35,11.91,3.35,
2300,"TYK6","Test Stocks",DOTS,TEST,8.51,3.35,11.91,3.35,
2301,"TYM","Tertiary Minerals Plc",AIMP,ASX1,"-0.41","-0.41",0.17,"-0.41",
2302,"TYMN","Tyman Plc",SSC5,SSMM,64.00,49.60,635.70,49.60,
2303,"UAI","U And I Group Plc",ON10,SET3,"-86.68","-87.53",45.79,"-87.53",
2304,"UANC","Urban&civic Plc",ON10,SET3,"-8.07","-8.24",57.24,"-8.24",
2305,"UAV","Unicorn Aim Vct Plc",SQQ3,SSQ3,"-0.53","-9.30",1.72,"-0.53",
2306,"UBG","Unbound Group Plc",AMQ1,ASQ1,"-5.90","-5.90",6.50,"-5.90",
2307,"UCG","United Carpets Group Plc",AIMP,ASX1,0.60,0.08,23.98,0.42,
2308,"UDG","Udg Healthcare Public Limited Company",ON5,SET3,98.18,46.06,1161.07,84.25,
2309,"UEM","Utilico Emerging Markets Trust Plc",SSC5,SSMM,19.43,0.39,22.59,17.93,
2310,"UEX","Urban Exposure Plc",AMQ1,ASQ1,0.17,0.14,11.07,0.14,
2311,"UFO","Alien Metals Limited",AIMP,ASX1,"-1.67","-1.69",,"-1.69",
2312,"UHS","Umuthi Healthcare Solutions Plc",SQS3,SSQ3,"-1.67","-1.69",,"-1.69",
2313,"UJO","Union Jack Oil Plc",AMQ1,ASQ1,"-0.85","-0.85",1.89,"-0.85",
2314,"UKCM","Uk Commercial Property Reit Limited",F25F,STMM,236.23,198.25,266.65,236.23,
2315,"UKML","Uk Mortgages Limited",SFML,SFM1,"-1.13","-1.13",51.33,"-1.13",
2316,"UKOG","Uk Oil & Gas Plc",AMQ1,ASQ1,"-4.84","-4.49",1.56,"-4.49",
2317,"UKR","Ukrproduct Group Limited",ASM8,AMSM,"-1.20","-1.16",5.51,"-1.16",
2318,"UKW","Greencoat Uk Wind Plc",F25F,STMM,363.13,224.43,423.47,363.22,
2319,"ULE","Ultra Electronics Holdings Plc",ON5,SET3,82.70,25.80,850.70,66.90,
2320,"ULVR","Unilever Plc",FE10,SET1,7195.27,1316.95,44103.39,5086.98,
2321,"UMR","Unicorn Mineral Resources Plc",SQS3,SSQ3,7195.27,1316.95,44103.39,5086.98,
2322,"UNG","Universe Group Plc",AIMP,ASX1,"-0.70","-0.62",19.75,"-0.62",
2323,"UOG","United Oil & Gas Plc",AMQ1,ASQ1,5.94,4.07,19.23,4.07,
2324,"UOS","Uae Oil Services Plc",SQSL,SSX3,"-0.78","-0.78",,"-0.78",
2325,"UPGS","Up Global Sourcing Holdings Plc",SSC6,SSMM,9.51,2.90,136.37,7.31,
2326,"UPL","Upland Resources Limited",SQS3,SSQ3,"-0.79","-0.79",,"-0.79",
2327,"UPR","Uniphar Plc",AMQ1,ASQ1,46.93,35.61,1634.11,40.43,
2328,"URAH","Ura Holdings Plc",SQS3,SSQ3,"-0.29","-0.29",,"-0.29",
2329,"URU","Uru Metals Limited",AMQ1,ASQ1,"-0.47","-0.01",,"-0.12",
2330,"USA","Baillie Gifford Us Growth Trust Plc",SSC5,SSMM,"-5.71","-5.78",0.57,"-5.78",
2331,"USFP","Us Solar Fund Plc",SQQ3,SSQ3,"-5.71","-5.78",0.57,"-5.78",
2332,"USG","Ultimate Sports Group Plc",AIMP,ASX1,"-0.14","-0.15",1.55,"-0.15",
2333,"UTG","Unite Group Plc",FS10,SET1,"-120.10","-121.00",215.60,"-121.00",
2334,"UTL","Uil Limited",SFQQ,SFM2,8.51,1.70,11.55,8.51,
2335,"UTLE","Uil Fin 20",SQS3,SSQ3,8.51,1.70,11.55,8.51,
2336,"UTLF","Uil Fin 22",SQS3,SSQ3,8.51,1.70,11.55,8.51,
2337,"UTLG","Uil Fin 24",SQS3,SSQ3,8.51,1.70,11.55,8.51,
2338,"UTLH","Uil Fin Zdp 26",SQS3,SSQ3,8.51,1.70,11.55,8.51,
2339,"UTLI","Uil Fin 28",SQS3,SSQ3,8.51,1.70,11.55,8.51,
2340,"UU.","United Utilities Group Plc",FS10,SET1,439.90,"-352.30",1862.70,"-56.80",
2341,"UVEL","Univision Engineering Limited",AIMP,ASX1,0.56,"-0.40",10.95,"-0.34",
2342,"VAL","Valirx Plc",AIMP,ASX1,"-1.54","-1.44",,"-1.44",
2343,"VANL","Van Elle Holdings Plc",AMQ1,ASQ1,3.59,1.86,124.92,1.86,
2344,"VANQ","Vanquis Banking Group Plc",F25F,STMM,3.59,1.86,124.92,1.86,
2345,"VARE","Various Eateries Plc",AMQ1,ASQ1,"-3.74","-3.74",22.35,"-3.74",
2346,"VAST","Vast Resources Plc",AMQ1,ASQ1,"-5.60","-6.89",0.65,"-6.89",
2347,"VCAP","Vector Capital Plc",AMQ1,ASQ1,2.83,1.26,5.28,2.29,
2348,"VCBC","Vertu Capital Limited",SQS3,SSQ3,"-0.15","-0.15",,"-0.15",
2349,"VCP","Victoria Plc",AS50,AMSM,"-7.50",2.80,662.30,2.80,
2350,"VCT","Victrex Plc",F25F,STMM,92.50,21.60,306.30,73.20,
2351,"VDTK","Verditek Plc",AMQ1,ASQ1,"-1.10","-0.99",,"-0.99",
2352,"VEC","Vectura Group Plc",ON10,SET3,131.30,122.40,190.60,122.40,
2353,"VEIL","Vietnam Enterprise Investments Limited",F25F,STMM,621.13,621.13,,621.13,
2354,"VEL","Velocity Composites Plc",AMQ1,ASQ1,"-1.55","-1.21",9.77,"-1.21",
2355,"VELA","Vela Technologies Plc",AIMP,ASX1,0.38,0.38,,0.38,
2356,"VEN","Ventus Vct Plc",SQQ3,SSQ3,1.38,"-0.09",1.71,1.38,
2357,"VEN2","Ventus 2 Vct Plc",SQQ3,SSQ3,0.98,"-0.49",1.30,0.97,
2358,"VENC","Ventus Vct Plc",SQNC,SSX3,0.98,"-0.49",1.30,0.97,
2359,"VEND","Ventus Vct Plc",SQNC,SSX3,0.98,"-0.49",1.30,0.97,
2360,"VENN","Venn Life Sciences Holdings Plc",AMQ1,ASQ1,"-4.50","-4.22",12.52,"-4.22",
2361,"VER2","Verseon Corporation",AMSR,ASX1,"-4.50","-4.22",12.52,"-4.22",
2362,"VERS","Verseon Corporation",AIMP,ASX1,"-16.91","-16.90",,"-16.90",
2363,"VGAA","Volga Gas Plc",AIMN,ASXN,"-16.91","-16.90",,"-16.90",
2364,"VGAS","Volga Gas Plc",AMQ1,ASQ1,"-7.92","-11.50",34.65,"-7.55",
2365,"VIC","Victorian Plumbing Group Plc",AS50,AMSM,19.70,14.30,268.80,14.30,
2366,"VID","Videndum Plc",F25T,STMM,29.60,25.90,394.30,25.90,
2367,"VIN","Value And Indexed Property Income Trust Plc",SSC6,SSMM,2.19,"-3.57",7.33,1.87,
2368,"VINO","Virgin Wines Uk Plc",AMQ1,ASQ1,1.68,0.74,73.63,0.74,
2369,"VIP","Value And Indexed Property Income Trust Plc",SSC6,SSMM,4.95,"-0.78",10.74,4.68,
2370,"VITA","Vintana Plc",AIMP,ASX1,4.95,"-0.78",10.74,4.68,
2371,"VLE","Volvere Plc",AIMP,ASX1,0.07,"-0.30",35.58,"-0.30",
2372,"VLG","Venture Life Group Plc",AMQ1,ASQ1,0.95,2.40,32.76,2.40,
2373,"VLS","Velocys Plc",ASM7,AMSM,"-9.49","-8.44",8.28,"-8.44",
2374,"VLTY","Veltyco Group Plc",AMQ1,ASQ1,"-15.52","-13.90",10.46,"-13.65",
2375,"VLU","Valeura Energy Inc",SQS3,SSQ3,"-3.28","-3.63",7.94,"-3.63",
2376,"VLX","Volex Plc",AS50,AMSM,27.62,17.70,468.98,23.20,
2377,"VMUK","Virgin Money Uk Plc",F25F,STMM,417.00,395.00,,395.00,
2378,"VNC","Ventus 2 Vct Plc",SQNC,SSX3,417.00,395.00,,395.00,
2379,"VND","Ventus 2 Vct Plc",SQNC,SSX3,417.00,395.00,,395.00,
2380,"VNET","Vianet Group Plc",AIMP,ASX1,"-0.17",0.19,13.21,0.19,
2381,"VNH","Vietnam Holding Limited",SQQ3,SSQ3,72.41,72.41,,72.41,
2382,"VOD","Vodafone Group Plc",FE10,SET1,3330.53,"-325.13",38392.86,1758.76,
2383,"VOF","Vinacapital Vietnam Opportunity Fund Ld",F25T,STMM,390.99,390.99,,390.99,
2384,"VOG","Victoria Oil & Gas Plc",AMQ1,ASQ1,"-6.45","-6.59",9.62,"-6.59",
2385,"VOR","Vordere Plc",SQS3,SSQ3,"-4.10","-4.12",0.01,"-4.12",
2386,"VOX","Vox Valor Capital Limited",SQS3,SSQ3,"-3.49","-3.00",1.03,"-3.00",
2387,"VP.","Vp Plc",ON15,SET3,35.64,11.48,350.92,25.54,
2388,"VRCI","Verici Dx Plc",AMQ1,ASQ1,"-6.16","-6.20",,"-6.20",
2389,"VRE","Vr Education Holdings Plc",AMQ1,ASQ1,"-2.43","-2.43",1.26,"-2.43",
2390,"VRP","Verona Pharma Plc",AIMP,ASX1,"-24.13","-19.86",,"-19.86",
2391,"VRS","Versarien Plc",ASM7,AMSM,"-8.07","-8.07",6.57,"-8.07",
2392,"VSL","Vpc Specialty Lending Investments Plc",SSC6,SSMM,23.90,0.22,41.25,23.90,
2393,"VSVS","Vesuvius Plc",F25F,STMM,127.60,46.60,1642.90,102.10,
2394,"VTA","Volta Finance Limited",SQQ3,SSQ3,38.74,16.08,,38.74,
2395,"VTAS","Volta Finance Limited",SQQ3,SSQ3,38.74,16.08,,38.74,
2396,"VTU","Vertu Motors Plc",ASM6,AMSM,78.77,57.67,3615.05,60.00,
2397,"VTY","Vistry Group Plc",F25F,STMM,319.54,254.12,2359.04,254.12,
2398,"VVO","Vivo Energy Plc",ON10,SET3,187.09,47.33,6254.46,103.53,
2399,"W7L","Warpaint London Plc",AMQ1,ASQ1,3.73,"-1.39",50.00,2.83,
2400,"WALG","Walcom Group Limited",AMQ1,ASQ1,"-0.86","-1.03",3.47,"-1.03",
2401,"WAND","Wandisco Plc",ASM6,AMSM,"-28.71","-27.80",5.40,"-27.80",
2402,"WATR","Water Intelligence Plc",AIMP,ASX1,5.59,4.26,40.33,4.26,
2403,"WBI","Woodbois Limited",AMQ1,ASQ1,67.07,66.63,12.91,66.63,
2404,"WCAT","Wildcat Petroleum Plc",SQS3,SSQ3,"-0.46","-0.46",,"-0.46",
2405,"WCH","Wilmcote Holdings Plc",AMQ1,ASQ1,"-2.21","-2.21",,"-2.21",
2406,"WCW","Walker Crips Group Plc",SQQ3,SSQ3,"-0.11","-0.32",30.35,"-0.26",
2407,"WDC","Widecells Group Plc",SQS3,SSQ3,"-2.15","-6.26",,"-6.26",
2408,"WDS","Woodside Energy Group Ltd",SMEU,SSMU,"-2.15","-6.26",,"-6.26",
2409,"WEB","Webis Holdings Plc",AIMP,ASX1,"-0.05","-0.05",5.11,"-0.05",
2410,"WEIR","Weir Group Plc",FS10,SET1,209.50,258.50,1933.60,258.50,
2411,"WEN","Wentworth Resources Plc",AMQ2,ASQ2,4.44,1.59,17.61,4.49,
2412,"WEY","Wey Education Plc",AMQ1,ASQ1,0.50,0.87,8.36,0.87,
2413,"WG.","Wood Group (john) Plc",F25F,STMM,"-59.60","-103.16",4733.07,"-103.16",
2414,"WGB","Walker Greenbank Plc",AMQ1,ASQ1,4.38,1.54,111.45,3.72,
2415,"WGP","Worldlink Group Plc",SQSL,SSX3,4.38,1.54,111.45,3.72,
2416,"WHI","W.h. Ireland Group Plc",AIMP,ASX1,0.01,0.08,32.03,0.08,
2417,"WHR","Warehouse Reit Plc",F25T,STMM,191.20,164.86,48.71,191.20,
2418,"WIL","Wilmington Plc",ON15,SET3,"-2.02","-6.38",113.03,"-4.55",
2419,"WIN","Wincanton Plc",SSC5,SSMM,48.40,37.80,1221.90,41.30,
2420,"WINE","Naked Wines Plc",ASM6,AMSM,2.87,2.38,350.26,2.38,
2421,"WINK","M Winkworth Plc",AMQ1,ASQ1,3.21,2.52,9.45,2.52,
2422,"WINV","Worsley Investors Limited",ON15,SET3,"-0.55","-0.50",,"-0.50",
2423,"WISE","Wise Plc",SMEU,SSMU,43.90,32.90,559.90,32.90,
2424,"WIX","Wickes Group Plc",SSC5,SSMM,65.40,53.50,1534.90,58.80,
2425,"WIZZ","Wizz Air Holdings Plc",F25F,STMM,"-540.35","-532.18",1375.84,"-532.18",
2426,"WJA","Wameja Limited",AIMP,ASX1,"-540.35","-532.18",1375.84,"-532.18",
2427,"WJG","Watkin Jones Plc",AS50,AMSM,51.12,16.45,430.21,41.93,
